created_at,screen_name,text;;;;;;;;
"2020-12-29,MuatPaul,""@RussellOkung No worries. Soon it will be gone, replaced with a global digital currency tied directly to your social credit score.""";;;;;;;;
"2020-12-29,manbeachproject,""@RaoulGMI @twobitidiot @BanklessHQ @balajis ";;;;;;;;
;;;;;;;;
From a technical perspective, it is feasible for countries other than the US or China to create a digital currency that runs on something *other* than #ETH rails? ;;;;;;;;
;;;;;;;;
"Interested to know how demanding it is to spin up a CBDC blockchain.""";;;;;;;;
2020-12-29,stayforjames,@gonixhun 156;;;;;;;;
2020-12-30,Breezybree270,@BarcombRuss @RussellOkung Lol you gonna offer somebody a digital currency with no internet. Here is my ledger for your water. ????if it all collapses it ALL collapses.;;;;;;;;
2020-12-30,CariCrypto,@RussellOkung c-19 is the roll in of the digital dollar CBDC (Central Bank Digital Currency) and to crush the cash dollar all by design.  C-19 is a distraction.;;;;;;;;
"2020-12-29,JebbettJibbitt,""@davidkurten I understand and do believe she is in part correct about a social credit system similar to China. But IÉ??m not sure itÉ??s this dastardly plot being planned out, but rather a natural progression from a digital currency.""";;;;;;;;
"2020-12-29,dadoudu14600,""Happy birthday Mekhi Phifer, 46! https://t.co/AwbBnFyAIe""";;;;;;;;
"2020-12-29,Kemman888,""É??In moments of great change we suffer, somehow hoping deep down that our emotions and our dramas can change the future or prevent it from happening. Future happens regardless.É?ù Dragos Bratasanu, Ph.D. May I add, Digital currency is here to stay.""";;;;;;;;
2020-12-30,s1ndome,@RussellOkung miss you as a Bronco. Proud you are speaking out for #bitcoin. People have a chance to take back some power. Before they all get shoved into a future US Digital Currency. Best of luck and keep it up.;;;;;;;;
2020-12-30,BridgetteLeboho,I would say kisses but... never mind https://t.co/EWGm24iKkH;;;;;;;;
"2020-12-30,BtrClngrUBetcha,""3/4";;;;;;;;
Another episode where @dbongino discussed the devastating combination of negative interest rates and digital currency has the capacity to empty your bank account without you doing a thing. ;;;;;;;;
Ep. 258 The Quiet Way Govt is Stealing Your Money 08-09-16;;;;;;;;
"https://t.co/OS2ASiRPjs""";;;;;;;;
"2020-12-29,leighhub,""Mitch McConnell should be absolutely ashamed of himself for blocking vote on  our $2,000 COVID payments. ";;;;;;;;
;;;;;;;;
"Who else is sick of Mitch? ???≠É????è?""";;;;;;;;
2020-12-29,DbWrasslin,@EyesOnTheRight @MikeStuchbery_ I donÉ??t get it. How can we have electric cars and digital currency AND not own anything? I know they donÉ??t usually think shit through. But this is even more obvious than usual.;;;;;;;;
"2020-12-29,MackAttackXRP,""@SEC_Investor_Ed In 2015, as part of a settlement with the Financial Crimes Enforcement Network (FinCEN), the U.S. Department of Justice and Treasury concluded that XRP is a currency. Indeed, Ripple has been complying with digital currency rules with these agencies for 5 years. ";;;;;;;;
;;;;;;;;
#SEC  ;;;;;;;;
"@SEC_News""";;;;;;;;
2020-12-29,PoloBearLaFlare,@BleacherReport @brgridiron Btc was 5 -10 in the summer time now its back to 28. They are setting up for a fully digital currency and it will probably reach the triple digits by then.;;;;;;;;
"2020-12-29,vernonkelliott,""@RussellOkung I'm all for the Bull run to continue in 2021 probably after a hold your arse correction.";;;;;;;;
But remember cash has no trail unlike digital currency.;;;;;;;;
"That's one of the reasons they will let BTC go to a new cycle high. Friends family etc need converting before cash clamp down.""";;;;;;;;
"2020-12-29,Azmobilewelders,""@MSNBC Well it's just going to ruin the value of the American dollar, so they can give us their digital currency that's their whole agenda anyway dumbasses.""";;;;;;;;
"2020-12-29,DavidHypes4,""@Jim_Jordan Power brokers are using covid as a fear smoke screen. Their end game is to get control of America,....buy real estate on the cheap by closing businesses, infuse their digital currency, control peopleÉ??s health, know everyoneÉ??s  location, preferences and so much more.""";;;;;;;;
"2020-12-29,Adytalks,""@MikeStuchbery_ @peterjukes So 'be controlled', 'elites rule everything', electric cars, digital currency, &amp"; 'media brainwashing' already existed long before covid &amp;" many cultures already 'eat bugs' as part of their culture... I don't know what tf 'live in pods' means... needless to say, what an idiot.""";;;;;;
"2020-12-29,whitecarz,""@ramonagusta Has Brexit collapsed the case for independence - use the ?ú &amp"; join the EU..? ;;;;;;;
;;;;;;;;
Impossible!;;;;;;;;
;;;;;;;;
Ok. Create É??The ThistleÉ?? endure the difficult birth wait 20yrs for EU membership.;;;;;;;;
;;;;;;;;
Or:;;;;;;;;
;;;;;;;;
Adopt the #bitcoin?ˇ standard float their own digital currency that accepts the ?ú &amp; $;;;;;;;
;;;;;;;;
"????""";;;;;;;;
"2020-12-27,iamlisakirk,""@Bobbert69572732 @jasonhu10530544 Until they shut down the internet. ";;;;;;;;
I prefer cash. ;;;;;;;;
"Digital currency can and will be controlled.""";;;;;;;;
"2020-12-29,iamlisakirk,""@RussellOkung What happens during power outages?";;;;;;;;
Digital currency needs electricity. ;;;;;;;;
With cash you don't need an app, electricity etc;;;;;;;;
Why is it that no money (current or digital) has anything backing it (gold, silver etc)?;;;;;;;;
"We're working for air.""";;;;;;;;
"2020-12-29,darrenrrrrr,""@hussmanjp @albertedwards99 @MarketWatch A lot of talk going in about a great reset of the world economy, debt jubilee or replacing USD as reserve currency with digital currency in the next few years ? Thoughts anyone ?""";;;;;;;;
"2020-12-29,The_Moccasin_,""@PatPenn2 @EnemyOfTheLeft @FoundinNV @Lady2018Cat @nfulmer0827 @jessjackie50 @DonnaWR8 @marylene58 @BriteEyes8 @Easterndmondbk @P8riot_1776 @FreeLion7 @walkawayAUS @BluehandRising @MsSpy007 @GOP @RealJamesWoods @realDonaldTrump @TheDemocrats @anthonymentill4 @OANN @JudgeJeanine @marklevinshow @GovMikeHuckabee @TomFitton @tedcruz @ThomTillis @FreeSpeechAmer ";;;;;;;;
;;;;;;;;
All of you! Let this sink in real good. Nano tech, DARPA, WEF, Chinese Communism, digital currency all coming to a head.;;;;;;;;
;;;;;;;;
In Spain a É??registerÉ?ù for those who refuse the vaccine: É??It will be shared with EU countriesÉ?ù;;;;;;;;
;;;;;;;;
"https://t.co/H8tOORSgfT""";;;;;;;;
2020-12-29,HimitsuStudy,@BothSidesOfMove We can definitely see that the digital currency race is well underway.;;;;;;;;
2020-12-29,ProBengrief,@MikeStuchbery_ Digital currency? Owning nothing? Media brainwashing etc etc. Capitalism then yeah. https://t.co/bfZWFfL4NQ;;;;;;;;
2020-12-07,cuipeixin,@DA_Stockman digital currency in terms of the features of functioning and technological feasibility through conducting experiments. It also will examine matters regarding central bank digital currency while cooperating with other central banks and with relevant entities at home and abroad;;;;;;;;
"2020-12-07,cuipeixin,""@DA_Stockman respond in an appropriate manner when necessary. For this reason, the Bank took a concrete step last week and established a section called the Digital Currency Group that is tasked with examining these matters. This group aims to deepen its understanding of central bank""";;;;;;;;
"2020-12-07,cuipeixin,""@DA_Stockman and digital payments. The Bank also needs to rigorously examine a payment system suitable to the digital economy. In this regard, so-called central bank digital currency (i.e., digital currency issued by the central bank) is one important matter for consideration. The Bank""";;;;;;;;
"2020-12-29,cuipeixin,""@DA_Stockman his tony villa by the sea. He lived in a village between Mumbai and Goa, on the beautiful Konkan coast in the south of India. He was thinking of his next trip to Mars, and how he would need to generate 600 arkas to pay for the voyage. This was the digital currency in vogue""";;;;;;;;
"2020-12-29,archievore,""China: ";;;;;;;;
;;;;;;;;
"Why central banks want to create their own #DigitalCurrencies like bitcoin""""";;;;;;;;
;;;;;;;;
https://t.co/RAhxrkIQjY;;;;;;;;
;;;;;;;;
https://t.co/jxdOfvp3zg ;;;;;;;;
;;;;;;;;
"Benefits and risks of a digital currency: https://t.co/wfTk0dlqZ4""";;;;;;;;
"2020-12-29,archievore,""#DigitalCurrency:";;;;;;;;
;;;;;;;;
"In a world where everyday consumers had accounts at the Fed or their countryÉ??s central bank, the supply of bank deposits would shrink, according to a November 2018 paper by economists at the IMF""""";;;;;;;;
;;;;;;;;
https://t.co/UeywStTTIf;;;;;;;;
;;;;;;;;
"https://t.co/7YMqKsZxIW . https://t.co/9zB6XPz45w""";;;;;;;;
"2020-12-29,jumpnjohosafats,""@RussellOkung Ah yes, fake digital currency.""";;;;;;;;
"2020-12-29,q_critical,""@Bitboy_Crypto My opinion, SEC purposefully tanked XRP so the banks can scoop it up. Banks need a global digital currency to settle international accounts.""";;;;;;;;
"2020-12-29,ComAware_4S,""How Bitcoin trading works &amp"; why the volatile digital currency is reaching all-time highs. ;;;;;;;
;;;;;;;;
2 of 2. ;;;;;;;;
;;;;;;;;
"See the entire video here: https://t.co/9yP3GzNPK1 https://t.co/D8DmbAVGe9""";;;;;;;;
2020-12-29,1way_xrp,@GoldTelegraph_ @GOLDKRYSTAL777 É??A digital currency backed by a fiat currency.É?ù That should fair well in a digital world..????;;;;;;;;
2020-12-29,jamestwilkinson,@RMSurrogate2013 @VibesIndian @s_alderoty FCA already designated XRP as a hyrid store of value + medium of exchange aka a digital currency... some countries are not so backward as the US when it comes to Fintech;;;;;;;;
2020-12-24,jamestwilkinson,@HuxleyLord @s_alderoty Does not preclude the fact that judgements by respected authorities across the US+globally deem XRP to be a digital currency and/or medium of exchange on a decentralised network. Fact. Is the SEC now claiming some kind of exceptionalism over for eg world respected UK FCA?!;;;;;;;;
2020-12-22,jamestwilkinson,@Reuters SEC making USA look like idiots. XRP is clearly a digital currency and recognised as such not just in many other countries but also by various US agencies and yet here we have SEC claiming to be protecting investors by putting a $20 billion market at risk.;;;;;;;;
"2020-12-23,jamestwilkinson,""@BitBitCrypto No XRP cannot go below zero. It is a digital currency, not a commodity that costs money to store, transport and insure.""";;;;;;;;
"2020-12-29,leeser4,""@tuffy_sir @Sabdublindr This whole global aarming 2030 agenda, digital currency , Universal basic income(coming 2021)and every single person vaccinated, chipped either RFID or via phone/app- compete control. Any complainers/dissenters, theyÉ??ll simply switch off your chip and access to money etc..""";;;;;;;;
2020-12-29,EyesOnTheRight,@MikeStuchbery_ Isn't digital currency what the Right hypes?;;;;;;;;
"2020-12-29,RuiExp,""@ecb """"Such cooperation does not of course commit any central bank to issue a digital currency, which remains a sovereign decision to be taken by each individual monetary jurisdiction""""  -""";;;;;;;;
"2020-12-29,RealJuviKing,""Foreign Used Mercedes Benz C300 2008";;;;;;;;
Duty: Insured;;;;;;;;
Demand: 3.7M;;;;;;;;
Location: Abuja;;;;;;;;
Call/WhatsApp 08030443047;;;;;;;;
"Please Kindly Retweet My Buyer Might Be On Your TL. Thanks https://t.co/5drE726pGk""";;;;;;;;
"2020-12-29,AlanBruuuuce,""@PeterMcCormack Nah, they're waiting for a govt. run centralised digital currency.""";;;;;;;;
"2020-12-29,Shushuuu11,""@crypto_thai Your portfolio needs $AXIE";;;;;;;;
A constituent of @sci_finance $SCIFI #INDEX thatÉ??s fully #PLAYERS owned economy allowing players to seamlessly sell &amp; #TRADE  their #GAME #ASSETS for digital currency.;;;;;;;
;;;;;;;;
"https://t.co/XuU953qzI6""";;;;;;;;
"2020-12-29,deficit_the,""@MikeStuchbery_ Oh my god, DIGITAL CURRENCY? Why did no one warn the inventor of the ATM and chip and pin cards?!""";;;;;;;;
"2020-12-29,stay_eddie,""@princey1976 @LynAldenContact Thanks, but the main point I was thinking about is not the psychological effect on the people, but what the central banks will do to or for btc when they have their own digital currency. The banks will follow that. That's my fud. Re gold, it will be fully tradable in crypto also""";;;;;;;;
"2020-12-29,stay_eddie,""@princey1976 @LynAldenContact One more fud, a very big fud, I'd so appreciate an answer to. How will central bank digital currency affect bitcoin and gold?""";;;;;;;;
"2020-12-29,Jeffrey_Carrier,""@PHIGROUP Get in on the Digital Currency evolution. Pack our bags with BTC, ETH, TRX, HEX, BNKRX. DeFi is Parabolic. Tokenomics is key. https://t.co/VhKQIPJiUy""";;;;;;;;
2020-12-11,Jeffrey_Carrier,@bitcoinbrittany Have you found Digital Currency? I hope so for you. Look at https://t.co/LMUsufRfrF ecosystem and https://t.co/KjEklmHhQH. I joined at 100kTRX and receiving 310% back. Amazing ROI. Im looking to help build the community and with your participation we can go to the moon together.;;;;;;;;
"2020-12-29,AdrianBoarder,""@DHSCgovuk Another small step to total control! When we get our new digital currency you will be able to stop purchases based on our health info, all part of the plan! CanÉ??t have your chocolate this week tubby!""";;;;;;;;
"2020-12-07,AdrianBoarder,""@Jay_Beecher Digital ID, health passport, immunisation record along with Central Bank Digital Currency. Hello China! Perhaps we could ask the UN if they have any ideas???";;;;;;;;
;;;;;;;;
"https://t.co/97JQqNKZSg""";;;;;;;;
"2020-12-29,elijahagape,""@CoinMarketCap I am sending you 1??! Pi is a new digital currency developed by Stanford PhDs, with over 10 million members worldwide. To claim your Pi, follow this link https://t.co/70OEDQSm1f and use my username (ElijahOne) as your invitation code.""";;;;;;;;
"2020-12-19,kat53_kate,""@bbcrzyfan @knoxious11 @globalnews @GlobalEdmonton ThatÉ??s why we should be allowing And promoting Ivermectin or HCQ, Zinc, Vit D &amp"; C..;;;;;;;
The only things allowed are isolation, lockdowns, muzzles &amp;" vaccines..because it not about É??safetyÉ?ù ItÉ??s about population control (digital currency, Biometric and digital IDÉ??s, immunity passports)""";;;;;;;
"2020-12-29,kat53_kate,""@boriquagato I think they are warning us about a É??Cyber PandemicÉ?ù that will dwarf the Covid Fallout.  Power grid outages, transportation &amp";" hospital closures, Food shortages...  this will all lead to a monetary reset .. to the new Digital currency based on ripple blockchain technology..""";;;;;;;
"2020-12-16,kat53_kate,""@mileslunn @jmwensley @CBCQueensPark @LWaler @CBCNews @jamesfburnett This is not about a virus.. itÉ??s about a new world of complete Control &amp"; surveillance of the population.. ;;;;;;;
É??the Great ResetÉ?ù..É??4th industrial revolutionÉ?ù.. which just mean communism + Technocracy.. digital idÉ??s, tracking, digital currency..itÉ??s happening..;;;;;;;;
"https://t.co/LWqFTJGDwT""";;;;;;;;
"2020-12-28,kat53_kate,""@CanAditude There is no É??UK VariantÉ?ù... itÉ??s a lie to keep the measures going, shit down most small businesses, implement UBI, force Untested  vaccines on everyone and move to a Communist type system of control.. AI, Digital IdÉ??s, digital currency ( cashless)...""";;;;;;;;
"2020-12-09,kat53_kate,""@MelissaMbarki @CTVNews Next year will be much worse... as per plan.. economic destruction of small and medium sized businesses, Food shortages, and a planned cyber pandemic that will knock out the power grid, transportation, hospitals and banking system... great reset to A One World digital currency ..""";;;;;;;;
"2020-12-21,kat53_kate,""@roccogalatilaw The End Game is not the vaccine..";;;;;;;;
The End Game is É??The Great ResetÉ?ù.. Globalists total control of the population (AI, tracking, &amp; depopulation), Control of land rights &amp; digital currency ( cashless society), as well as distribution of resources (water, minerals, food) &amp;" energy..""";;;;;
2020-12-29,xrpSparky91011,@Arturo_P_A @DiepSanh @Ripple I was wondering @Arturo_P_A  since Fincen considered Ripple as a MSB using the digital currency xrp. Something got me thinking if SEC /IRS considers digital assets as property. Would this legislation below have a different outlook by defining digital currency as money.;;;;;;;;
2020-12-29,SeanBai32694893,@BasicallyWalla1 @ThickBttmBoi @eToroUS So next time you file for your taxes and include those gains then we will talk about the reality of the bitcoins. Most like you are just unaware of whatÉ??s coming regarding taxation on digital currency unless you live in one of those countries where for now thereÉ??s no regulation.;;;;;;;;
"2020-12-29,AdamSpragg,""@takokokokoo @ScotPollard31 @RussellOkung From coinbase:";;;;;;;;
;;;;;;;;
"Digital currency, such as Bitcoin, Litecoin, and Ethereum, is not subject to Federal Deposit Insurance Corporation (É??FDICÉ?ù).""""";;;;;;;;
;;;;;;;;
"Your USD balance is insured because of the reasons I stated above.  It's real money stored at a real bank so you it's protected.""";;;;;;;;
"2020-12-29,Hinschy2,""@FairQuestions Media, Liberals, central banks, UN ( agenda 21, agenda 2030, UNDRIP, climate change, etc) , WEF - Reset agenda, IMF -reset agenda, WEF - world digital currency, Communist party of China- new digital currency, The merger of the US treasury and the Fed. ThereÉ??s plenty!!!""";;;;;;;;
"2020-12-29,Bespoke_Couture,""É??Stay, however we must make sure that our central bank digital currency is sovereign.É?ù https://t.co/AfU9Dxmb1k""";;;;;;;;
2020-12-29,SauRoN_ZA,@D4RKL1NG Digital currency before it was cool.;;;;;;;;
"2020-12-29,MartinAudley,""@SatoshiGainz $NANO - given away for free so immune from being declared a Security.";;;;;;;;
;;;;;;;;
"And $NANO just happens to be a better #P2P digital currency than $XRP anyway  ???? https://t.co/v19EjUdwds""";;;;;;;;
"2020-12-14,MedicalScitech,""Bank of France Deputy Governor Denis Beau, speaking Thursday at the Paris #Blockchain Summit, discussed the progress being made w/ the Central Bank Digital Currency (#CBDC) and touched upon possible #regulatory changes and the legal framework. #digitaleuro https://t.co/5pRUTkyns2""";;;;;;;;
"2020-12-29,MedicalScitech,""Olga Skorobogatova on the fact that over 30 financial regulators are currently working on their national #DigitalCurrency https://t.co/5Lqtdia9ld";;;;;;;;
;;;;;;;;
#Russia making #CBDC - 00:19:15;;;;;;;;
#VOD coming to #THETA - 00:41:07;;;;;;;;
#ECB seeking public input for CBDC - 1:01:57;;;;;;;;
"https://t.co/z4qh2vmOAv""";;;;;;;;
2020-12-29,FREDRICKBANDA2,@NicholasTesla3 @LanChiTran3 Am actively mining. Thank you. #PiNetwork #Digitalcurrency;;;;;;;;
"2020-12-29,FREDRICKBANDA2,""@ChisengaKap Then this might interest you";;;;;;;;
??????è¨??????è¨??????è¨;;;;;;;;
"I am sending you 1??! Pi is a new digital currency developed by Stanford PhDs, with over 10 million members worldwide. To claim your Pi, follow this link https://t.co/mO6KDXpV9c and use my username (Fredrickbanda2) as your invitation code.""";;;;;;;;
2020-12-29,rationallity,@PeterSchiff China banned bitcoin.?..but keeps some..when digital currency came in china they want no rivals;;;;;;;;
2020-12-10,WilhelmDerErste,@LVL1776 The ECB was talking about making a digital currency and they have direct control over the accounts. They even said that it would do away with all traditional banking for consumer deposits. They also claim that they'll still issue cash. https://t.co/nItFsRkvwz;;;;;;;;
2020-12-29,WilhelmDerErste,@philthatremains Who's to say that the government isn't using crypto as a trial balloon to see if people would be willing to use digital currency.;;;;;;;;
"2020-12-29,MikailuN,""@Rizkyalvan1 Cryptocurrency is a digital currency used in exchanges, wallets etc for buying, selling, farming and staking.";;;;;;;;
While ;;;;;;;;
;;;;;;;;
"Exchange is a medium in which cryptocurrency is being exchanged bought, sold or traded on.""";;;;;;;;
2020-12-29,Hiperenlazados,???Ê V?çDEO: Prueba del Ford Puma 2020 ?®El reemplazo del EcoSport? https://t.co/kdWkpyz93E;;;;;;;;
"2020-12-29,Treybama,""Overall, the pilot program is stellar and so far is setting the standard for a central bank digital currency. ";;;;;;;;
;;;;;;;;
My biggest concern is the potential privacy impact.;;;;;;;;
;;;;;;;;
"Can China (or any country) be trusted with the transaction details of every transaction made with their currency?""";;;;;;;;
"2020-12-29,Treybama,""No matter how you feel about China's progress on this, one thing is clear - the US has got to step up our game and begin implementing our own digital currency asap";;;;;;;;
;;;;;;;;
"Continuing to sit on the sidelines is inviting China to take the lead in building the future of centralized finance""";;;;;;;;
"2020-12-29,MianZeeshanSha9,""@GhulamHusainPK I am sending you 1??! Pi is a new digital currency developed by Stanford PhDs, with over 10 million members worldwide. To claim your Pi, follow this link https://t.co/8Hk0l283Zo and use my username (mianzee11) as your invitation code.""";;;;;;;;
"2020-12-29,MianZeeshanSha9,""@SanaSayemRao I am sending you 1??! Pi is a new digital currency developed by Stanford PhDs, with over 10 million members worldwide. To claim your Pi, follow this link https://t.co/8Hk0l283Zo and use my username (mianzee11) as your invitation code.""";;;;;;;;
"2020-12-29,MianZeeshanSha9,""@junaidsalim_ I am sending you 1??! Pi is a new digital currency developed by Stanford PhDs, with over 10 million members worldwide. To claim your Pi, follow this link https://t.co/8Hk0l283Zo and use my username (mianzee11) as your invitation code.""";;;;;;;;
"2020-12-29,alexzpansza,""@AinsleyF11 @TheHannSolo No idea about what that verse could mean in astrotheology, but at face value this is basically the new world order or great reset- One world government, digital currency and unless you accept the mark of the  beast, you will be outcast from society basically.""";;;;;;;;
"2020-12-29,XGAMMA999,""@KremlinRussia_E @NicolasMaduro @DiazCanelB @NorthKoreaDPRK @KCNA_KoreanNews ";;;;;;;;
;;;;;;;;
HOW  CURRENCY  JOIN THE DIGITAL CURRENCY ;;;;;;;;
TO DEFEAT THE YANKEES  GEO-SANCTIONS IMPERIALISM ;;;;;;;;
"ALL  OVER  BY https://t.co/HRxQwKOwRU""";;;;;;;;
"2020-12-29,XGAMMA999,""@DiazCanelB @NicolasMaduro @NorthKoreaDPRK @dprknow1 @KCNA_KoreanNews ";;;;;;;;
;;;;;;;;
OK..BUT  THATS  CUBA  PATRIOTISM  INNER  NATION ;;;;;;;;
;;;;;;;;
ITS  THE  CURRENCY MARKET UNION / EXCHANGE BY;;;;;;;;
DIGITAL CURRENCY;;;;;;;;
WHAT WILL KEEP  OLD GLORIES  PROFIT ;;;;;;;;
;;;;;;;;
YANKEES  GEO-GLOBAL IMPERIALISM  MUST  END ;;;;;;;;
"BY NOW ON FUTURE https://t.co/K74BYPyXZW""";;;;;;;;
"2020-12-29,XGAMMA999,""@NorthKoreaDPRK @DiazCanelB @misskimpyongya1 @NicolasMaduro @KCNAWatch @KCNA_KoreanNews @dprknow1 @next_china @XinhuaChinese @ChinaPlusNews @SCS_news @ChinaPowerCSIS ";;;;;;;;
;;;;;;;;
YANKEES  GEO-SANCTIONS &amp; MANIPULATION  MUST ;;;;;;;
BE DEFEATED ENDED ;;;;;;;;
;;;;;;;;
BY  CURRENCY  FLOW  INTO  DIGITAL  CURRENCY ;;;;;;;;
;;;;;;;;
"OF  ALL https://t.co/NFiU5Efrfv""";;;;;;;;
"2020-12-29,6lxck_kidd,""@balajis Pi is a new digital currency developed by Stanford PhDs, with over 10 million members worldwide. To claim your Pi, follow this link https://t.co/nLFeD1nRqM and use my username (6lxckkidd) as your invitation code.""";;;;;;;;
"2020-12-29,ef1_finance,""This app will use the money to maintain those activities which are trading or loaning...  As a result, dapps are able to provide high interest rates.";;;;;;;;
;;;;;;;;
"Also, if your money is already in digital currency form and is simply being stored in a regular cryptocurrency wallet,""";;;;;;;;
"2020-12-29,Tayyab447,""@PiCoreTeam I am sending you 1??! Pi is a new digital currency developed by Stanford PhDs, with over 10 million members worldwide. To claim your Pi, follow this link https://t.co/GEKBlqHEno and use my username (Tayyab402) as your invitation code.""";;;;;;;;
"2020-12-29,Tayyab447,""@CryptoAdventure @cakedefi Pi is a new digital currency developed by Stanford PhDs, with over 10 million members worldwide. To claim your Pi, follow this link https://t.co/GEKBlqHEno and use my username (Tayyab402) as your invitation code.""";;;;;;;;
"2020-12-29,jimdelisle,""@DiepSanh @profplum99 SEC v XRP might be just the kind of example/ cudgel the government might refer to in round 2: SEC/ Fed/ Justice/ Treasury v BTC.  Unless China comes in and blends its digital currency with BTC, round 2 will end the same with MUCH more damage to hodlers.""";;;;;;;;
"2020-12-29,ahmad16581786,""@nano Hi: The only problem with Nano Digital Currency is that if a person invests in Nano Value but forgets about his wallet, his valuables can not be returned, but the value that is extracted has been resolved again, thanks to Nano.""";;;;;;;;
"2020-12-29,ahmad16581786,""@nano Hi: The only problem with Nano Digital Currency is that if a person invests in Nano Value but forgets about his wallet, his valuables can not be returned, but the value that is extracted has been resolved again, thanks to Nano.""";;;;;;;;
"2020-12-29,ahmad16581786,""@nano Hi: The only problem with Nano Digital Currency is that if a person invests in Nano Value but forgets about his wallet, his valuables can not be returned, but the value that is extracted has been resolved again, thanks to Nano.""";;;;;;;;
"2020-12-29,nicole_nolte,""@vegan_mega @garethicke By the way digital currency has already been introduced in China through the back door, at the beginning of the faked pandemic. There is no resistance to this in China, and that's why China's economy is allowed to """"bounce back"""". Chinese people will do whatever the state asks them""";;;;;;;;
"2020-12-29,ChauahnHarsh,""@Rizkyalvan1 1.A cryptocurrency is a medium of exchange like normal currencies such as USD, but designed for the purpose of exchange. ";;;;;;;;
2.A cryptocurrency exchange, or a digital currency exchange, is a business that allows customers to trade. ;;;;;;;;
"0x180fC1aD1E1a94BB88172136C9087FcC1e02c7D9""";;;;;;;;
2020-12-29,Franco00546056,Ah?? les va uno! Pero dejar?? una pregunta abierta creen que esos seamos mi esposa y yo? RT PARA MAS! #Swingers #Swinger #Scort #Scorts #ScortsVIP #Sexywife #hotwife #Cuckold #Cornudo #Sexy #Latina #Diva #Lesbian #Cum #Creampie #Homemade #Fucking #cogiendo #puta #zorra #pareja https://t.co/4BYbc5KXyP;;;;;;;;
2020-12-29,SierraLegacy,@amitmehra48 On solid ground.  All you have to do is see if any other digital currency received the exact same treatment like #XRP has when the @SEC sued them.;;;;;;;;
"2020-12-29,AnonymousRabbi2,""@digitalassetbuy ";;;;;;;;
;;;;;;;;
"Can't it be a world digital currency? https://t.co/AIhGA1rxWw""";;;;;;;;
2020-12-29,khwajaf,@PakPMO @ImranKhanPTI Revamp social welfare dept broaden it's remit and don't publicize people. Immediately launch DCEP based digital currency. Revamp transportation and energy sectors and attract FDI. Get ready for IMF negotiations. Food for thought for u Mr PM. Best wishes.;;;;;;;;
2020-12-29,BlacklionCTA,@Alexandernewry @TerryWitterBTC @SantiagoAuFund If they were willing to CBÉ??s would not be creating their own digital currency. A scarce digital currency will not be allowed to coexist with a CB digital currency that can be debased.;;;;;;;;
"2020-12-29,gandoes3,""@binance My goal and wish in 2021 is that digital currency will be increasingly in demand for all people around the world, introduce currency to my relatives and close people &amp"; I really want luck here, of course;;;;;;;
;;;;;;;;
"#BinanceResolution #BNB""";;;;;;;;
2020-12-29,9ofmydream,???????????? https://t.co/a7dMe61EiS;;;;;;;;
2020-12-29,Sold_Wife_4_BTC,@Ben__Rickert If only there was a decentralised digital currency with fixed supply :/;;;;;;;;
"2020-12-29,MAEHusseini,""@RandGhayad @BDL_Lebanon planning to issue retail Central Bank Digital Currency-CBDC.";;;;;;;;
;;;;;;;;
There will be no need for currency board when you have programmable money.;;;;;;;;
;;;;;;;;
Money that will be created by tokenisation of gold to create non volatile national digital currency. @BaasiriMuhammad;;;;;;;;
;;;;;;;;
"Greetings""";;;;;;;;
"2020-12-29,L422Y,""@GrowYourBitcoin they simply won't relinquish control, they'll lose a TON of money, they'll make it easier and better than the current system but they will do everything they can to retain control. they'll probably even incentivize the use of their own digital currency over others""";;;;;;;;
"2020-12-29,AFXron,""See how tradingÉ??s only been suspended for US customers....the US Govt would never allow any digital É??currencyÉ?ù to alter the financial system unless they had complete control over it";;;;;;;;
;;;;;;;;
"Slyly reminds me of the Gold Reserve Act of 1933 where Americans were forbidden from holding Gold""";;;;;;;;
2020-12-29,Workedia,A Federal Reserve created digital coin could be one of the most dangerous steps ever taken by a government agency. It would put in the hands of the government the potential to create a digital currency with the ability to track all transactions in an economy.;;;;;;;;
